|#    |name                     |IRI.                                                   |TripleCount    |
|6642 |eneSol                   |http://es.dbpedia.org/property/eneSol                  |116            |
|6643 |factorización            |http://es.dbpedia.org/property/factorización           |116            |
|6644 |novSol                   |http://es.dbpedia.org/property/novSol                  |116            |
|6645 |yearPrecipitationDays    |http://es.dbpedia.org/property/yearPrecipitationDays   |116            |
|6646 |funMobius                |http://dbpedia.org/property/funMobius                  |115            |
|6647 |vpérdida                 |http://dbpedia.org/property/vpérdida                   |115            |
|6648 |ankcstd                  |http://dbpedia.org/property/ankcstd                    |115            |
|6649 |funEuler                 |http://es.dbpedia.org/property/funEuler                |115            |
|6650 |canalesReemplazados      |http://dbpedia.org/property/canalesReemplazados        |115            |
|6651 |ecorregión               |http://dbpedia.org/property/ecorregión                 |115            |
|6652 |llama                    |http://es.dbpedia.org/property/llama                   |115            |
|6653 |dual                     |http://dbpedia.org/property/dual                       |115            |
|6654 |funDivisor               |http://dbpedia.org/property/funDivisor                 |115            |
|6655 |juventud                 |http://dbpedia.org/property/juventud                   |115            |
|6656 |numberOfRooms            |http://dbpedia.org/ontology/numberOfRooms              |115            |
|6657 |dobladorEspaña           |http://dbpedia.org/property/dobladorEspaña             |115            |
|6658 |funMobius                |http://es.dbpedia.org/property/funMobius               |115            |
|6659 |isótopo2ModoDesintegración|http://es.dbpedia.org/property/isótopo2ModoDesintegración|115            |
|6660 |sombrero                 |http://es.dbpedia.org/property/sombrero                |115            |
|6661 |factorización            |http://dbpedia.org/property/factorización              |115            |
|6662 |zapato                   |http://es.dbpedia.org/property/zapato                  |115            |
|6663 |nombreComercial          |http://es.dbpedia.org/property/nombreComercial         |115            |
|6664 |colorderecho             |http://es.dbpedia.org/property/colorderecho            |115            |
|6665 |piramide                 |http://es.dbpedia.org/property/piramide                |115            |
|6666 |janLowF                  |http://dbpedia.org/property/janLowF                    |115            |
|6667 |nombreJaponés            |http://dbpedia.org/property/nombreJaponés              |115            |
|6668 |campConstructores        |http://es.dbpedia.org/property/campConstructores       |115            |
|6669 |díaProc                  |http://es.dbpedia.org/property/díaProc                 |115            |
|6670 |isótopo1Abundancia       |http://es.dbpedia.org/property/isótopo1Abundancia      |115            |
|6671 |nombreJaponés            |http://es.dbpedia.org/property/nombreJaponés           |115            |
|6672 |banderaTamaño            |http://dbpedia.org/property/banderaTamaño              |115            |
|6673 |funEuler                 |http://dbpedia.org/property/funEuler                   |115            |
|6674 |abrHum                   |http://dbpedia.org/property/abrHum                     |114            |
|6675 |campPilotos              |http://es.dbpedia.org/property/campPilotos             |114            |
|6676 |1up                      |http://es.dbpedia.org/property/1up                     |114            |
|6677 |funMertens               |http://es.dbpedia.org/property/funMertens              |114            |
|6678 |tvanfitriona             |http://dbpedia.org/property/tvanfitriona               |114            |
|6679 |diámetroRotor            |http://dbpedia.org/property/diámetroRotor              |114            |
|6680 |colorizquierdo           |http://es.dbpedia.org/property/colorizquierdo          |114            |
|6681 |fechaMúsica              |http://es.dbpedia.org/property/fechaMúsica             |114            |
|6682 |agoHum                   |http://dbpedia.org/property/agoHum                     |114            |
|6683 |funMertens               |http://dbpedia.org/property/funMertens                 |114            |
|6684 |mime                     |http://es.dbpedia.org/property/mime                    |114            |
|6685 |isótopo1Nm               |http://dbpedia.org/property/isótopo1Nm                 |114            |
|6686 |variante                 |http://dbpedia.org/property/variante                   |114            |
|6687 |visitante                |http://es.dbpedia.org/property/visitante               |114            |
|6688 |alcaldías                |http://es.dbpedia.org/property/alcaldías               |114            |
|6689 |estadistica              |http://es.dbpedia.org/property/estadistica             |114            |
|6690 |añoFiscal                |http://es.dbpedia.org/property/añoFiscal               |114            |
|6691 |estrecho                 |http://es.dbpedia.org/property/estrecho                |114            |
|6692 |gini                     |http://es.dbpedia.org/property/gini                    |114            |
|6693 |isótopo1Nm               |http://es.dbpedia.org/property/isótopo1Nm              |114            |
|6694 |númeroDeCanciones        |http://dbpedia.org/property/númeroDeCanciones          |114            |
|6695 |dicHum                   |http://dbpedia.org/property/dicHum                     |114            |
|6696 |eneHum                   |http://dbpedia.org/property/eneHum                     |114            |
|6697 |pinflam                  |http://dbpedia.org/property/pinflam                    |114            |
|6698 |propÓpticas              |http://dbpedia.org/property/propÓpticas                |114            |
|6699 |premiosCóndor            |http://dbpedia.org/property/premiosCóndor              |113            |
|6700 |descubrimiento           |http://dbpedia.org/property/descubrimiento             |113            |
|6701 |isótopo1Abundancia       |http://dbpedia.org/property/isótopo1Abundancia         |113            |
|6702 |emerito                  |http://es.dbpedia.org/property/emerito                 |113            |
|6703 |unidadesHundidas         |http://es.dbpedia.org/property/unidadesHundidas        |113            |
|6704 |recordDriver             |http://es.dbpedia.org/property/recordDriver            |113            |
|6705 |otrosGeneral             |http://es.dbpedia.org/property/otrosGeneral            |113            |
|6706 |titularNom               |http://dbpedia.org/property/titularNom                 |113            |
|6707 |scoreWidth               |http://es.dbpedia.org/property/scoreWidth              |113            |
|6708 |federación               |http://dbpedia.org/property/federación                 |113            |
|6709 |operatedBy               |http://dbpedia.org/ontology/operatedBy                 |113            |
|6710 |numeración               |http://dbpedia.org/property/numeración                 |113            |
|6711 |pesoExplosivo            |http://es.dbpedia.org/property/pesoExplosivo           |113            |
|6712 |autorización             |http://es.dbpedia.org/property/autorización            |113            |
|6713 |flor                     |http://es.dbpedia.org/property/flor                    |113            |
|6714 |colorfondotitulo         |http://dbpedia.org/property/colorfondotitulo           |113            |
|6715 |gini                     |http://dbpedia.org/property/gini                       |113            |
|6716 |comicColor               |http://es.dbpedia.org/property/comicColor              |113            |
|6717 |tenante                  |http://es.dbpedia.org/property/tenante                 |113            |
|6718 |añoFiscal                |http://dbpedia.org/property/añoFiscal                  |113            |
|6719 |familyName               |http://xmlns.com/foaf/0.1/familyName                   |113            |
|6720 |nombreArtístico          |http://dbpedia.org/property/nombreArtístico            |112            |
|6721 |locatorY                 |http://es.dbpedia.org/property/locatorY                |112            |
|6722 |datosEstadistica         |http://es.dbpedia.org/property/datosEstadistica        |112            |
|6723 |premiosSanSebastian      |http://es.dbpedia.org/property/premiosSanSebastian     |112            |
|6724 |ramasMenores             |http://es.dbpedia.org/property/ramasMenores            |112            |
|6725 |nzkcgroup                |http://es.dbpedia.org/property/nzkcgroup               |112            |
|6726 |mejorEquipoDeDobles      |http://es.dbpedia.org/property/mejorEquipoDeDobles     |112            |
|6727 |areaPlanta               |http://dbpedia.org/property/areaPlanta                 |112            |
|6728 |hPatternB                |http://es.dbpedia.org/property/hPatternB               |112            |
|6729 |añoTraducción            |http://es.dbpedia.org/property/añoTraducción           |112            |
|6730 |locatorX                 |http://es.dbpedia.org/property/locatorX                |112            |
|6731 |webÚltimaVersiónPrueba   |http://es.dbpedia.org/property/webÚltimaVersiónPrueba  |112            |
|6732 |textcolor                |http://es.dbpedia.org/property/textcolor               |112            |
|6733 |mime                     |http://dbpedia.org/property/mime                       |112            |
|6734 |developer                |http://es.dbpedia.org/property/developer               |112            |
|6735 |estrechos                |http://es.dbpedia.org/property/estrechos               |112            |
|6736 |pantalón                 |http://es.dbpedia.org/property/pantalón                |112            |
|6737 |1up                      |http://dbpedia.org/property/1up                        |112            |
|6738 |bodegas                  |http://dbpedia.org/property/bodegas                    |112            |
|6739 |tipoPatrimonio           |http://dbpedia.org/property/tipoPatrimonio             |112            |
|6740 |computingMedia           |http://dbpedia.org/ontology/computingMedia             |112            |
|6741 |yearPrecipitationDays    |http://dbpedia.org/property/yearPrecipitationDays      |111            |
|6742 |vídeo                    |http://es.dbpedia.org/property/vídeo                   |111            |
|6743 |viticultores             |http://es.dbpedia.org/property/viticultores            |111            |
|6744 |nzkcgroup                |http://dbpedia.org/property/nzkcgroup                  |111            |
|6745 |cubiertas                |http://es.dbpedia.org/property/cubiertas               |111            |
|6746 |comp                     |http://dbpedia.org/property/comp                       |111            |
|6747 |dialectos                |http://es.dbpedia.org/property/dialectos               |111            |
|6748 |puntoMásAlto             |http://es.dbpedia.org/property/puntoMásAlto            |111            |
|6749 |jefeActual               |http://es.dbpedia.org/property/jefeActual              |111            |
|6750 |vía                      |http://es.dbpedia.org/property/vía                     |111            |
|6751 |indicativoLlamada        |http://dbpedia.org/property/indicativoLlamada          |111            |
|6752 |atracciones              |http://es.dbpedia.org/property/atracciones             |111            |
|6753 |participaciónOlímpico    |http://es.dbpedia.org/property/participaciónOlímpico   |111            |
|6754 |isHandicappedAccessible  |http://dbpedia.org/ontology/isHandicappedAccessible    |111            |
|6755 |activos                  |http://dbpedia.org/property/activos                    |111            |
|6756 |longitudCoronación       |http://dbpedia.org/property/longitudCoronación         |111            |
|6757 |ano                      |http://es.dbpedia.org/property/ano                     |111            |
|6758 |decLowF                  |http://es.dbpedia.org/property/decLowF                 |111            |
|6759 |colongitud               |http://es.dbpedia.org/property/colongitud              |111            |
|6760 |fam                      |http://dbpedia.org/property/fam                        |111            |
|6761 |tropas                   |http://dbpedia.org/property/tropas                     |111            |
|6762 |mejorJugador             |http://es.dbpedia.org/property/mejorJugador            |110            |
|6763 |logoPie                  |http://es.dbpedia.org/property/logoPie                 |110            |
|6764 |viajeInaugural           |http://es.dbpedia.org/property/viajeInaugural          |110            |
|6765 |vídeo                    |http://dbpedia.org/property/vídeo                      |110            |
|6766 |einecs                   |http://es.dbpedia.org/property/einecs                  |110            |
|6767 |añoTérminoObras          |http://dbpedia.org/property/añoTérminoObras            |110            |
|6768 |maestro                  |http://es.dbpedia.org/property/maestro                 |110            |
|6769 |derivados                |http://dbpedia.org/property/derivados                  |110            |
|6770 |posiciónTexto            |http://es.dbpedia.org/property/posiciónTexto           |110            |
|6771 |flor                     |http://dbpedia.org/property/flor                       |110            |
|6772 |temperatureColour        |http://dbpedia.org/property/temperatureColour          |110            |
|6773 |decLowF                  |http://dbpedia.org/property/decLowF                    |110            |
|6774 |legislatura              |http://dbpedia.org/property/legislatura                |109            |
|6775 |puntoFusión              |http://es.dbpedia.org/property/puntoFusión             |109            |
|6776 |patroncuerpo             |http://es.dbpedia.org/property/patroncuerpo            |109            |
|6777 |tesisTítulo              |http://es.dbpedia.org/property/tesisTítulo             |109            |
|6778 |participaciónOlímpica    |http://dbpedia.org/property/participaciónOlímpica      |109            |
|6779 |régimenAscensoMás        |http://dbpedia.org/property/régimenAscensoMás          |109            |
|6780 |régimenAscensoMás        |http://es.dbpedia.org/property/régimenAscensoMás       |109            |
|6781 |postquemador             |http://es.dbpedia.org/property/postquemador            |109            |
|6782 |onlineChan               |http://dbpedia.org/property/onlineChan                 |109            |
|6783 |explosivo                |http://dbpedia.org/property/explosivo                  |109            |
|6784 |peligro                  |http://es.dbpedia.org/property/peligro                 |109            |
|6785 |árbol                    |http://es.dbpedia.org/property/árbol                   |109            |
|6786 |participaciónOlímpico    |http://dbpedia.org/property/participaciónOlímpico      |109            |
|6787 |locussupplementarydata   |http://es.dbpedia.org/property/locussupplementarydata  |109            |
|6788 |marIho                   |http://es.dbpedia.org/property/marIho                  |109            |
|6789 |einecs                   |http://dbpedia.org/property/einecs                     |109            |
|6790 |infraphylum              |http://dbpedia.org/property/infraphylum                |109            |
|6791 |nextseasonLink           |http://es.dbpedia.org/property/nextseasonLink          |109            |
|6792 |programador              |http://dbpedia.org/property/programador                |108            |
|6793 |pesoExplosivo            |http://dbpedia.org/property/pesoExplosivo              |108            |
|6794 |conf2Champ               |http://es.dbpedia.org/property/conf2Champ              |108            |
|6795 |continental              |http://dbpedia.org/property/continental                |108            |
|6796 |categoria                |http://dbpedia.org/property/categoria                  |108            |
|6797 |textcolor                |http://dbpedia.org/property/textcolor                  |108            |
|6798 |lengthKm                 |http://dbpedia.org/property/lengthKm                   |108            |
|6799 |residentes               |http://es.dbpedia.org/property/residentes              |108            |
|6800 |tipoImplicado            |http://dbpedia.org/property/tipoImplicado              |108            |
|6801 |grupoDeSimetría          |http://es.dbpedia.org/property/grupoDeSimetría         |108            |
|6802 |rainColour               |http://es.dbpedia.org/property/rainColour              |108            |
|6803 |tamImagen                |http://es.dbpedia.org/property/tamImagen               |108            |
|6804 |condición                |http://dbpedia.org/property/condición                  |108            |
|6805 |diagrama                 |http://dbpedia.org/property/diagrama                   |108            |
|6806 |entrenadorCampeón        |http://es.dbpedia.org/property/entrenadorCampeón       |108            |
|6807 |genTipo                  |http://es.dbpedia.org/property/genTipo                 |108            |
|6808 |coauthor                 |http://es.dbpedia.org/property/coauthor                |108            |
|6809 |puntoMásBajo             |http://es.dbpedia.org/property/puntoMásBajo            |108            |
|6810 |viceprimerministro       |http://es.dbpedia.org/property/viceprimerministro      |108            |
|6811 |árbol                    |http://dbpedia.org/property/árbol                      |108            |
|6812 |tráfico                  |http://es.dbpedia.org/property/tráfico                 |108            |
|6813 |nextseasonYear           |http://es.dbpedia.org/property/nextseasonYear          |108            |
|6814 |torneos                  |http://dbpedia.org/property/torneos                    |108            |
|6815 |simpatía                 |http://dbpedia.org/property/simpatía                   |108            |
|6816 |conf2RunnerUp            |http://es.dbpedia.org/property/conf2RunnerUp           |107            |
|6817 |colongitud               |http://dbpedia.org/property/colongitud                 |107            |
|6818 |difunta                  |http://dbpedia.org/property/difunta                    |107            |
|6819 |ubicaciónX               |http://es.dbpedia.org/property/ubicaciónX              |107            |
|6820 |author2Link              |http://es.dbpedia.org/property/author2Link             |107            |
|6821 |tamañoCírculo            |http://dbpedia.org/property/tamañoCírculo              |107            |
|6822 |siglas                   |http://es.dbpedia.org/property/siglas                  |107            |
|6823 |congelación              |http://es.dbpedia.org/property/congelación             |107            |
|6824 |creencias                |http://dbpedia.org/property/creencias                  |107            |
|6825 |religion                 |http://es.dbpedia.org/property/religion                |107            |
|6826 |últimaApariciónCausa     |http://dbpedia.org/property/últimaApariciónCausa       |107            |
|6827 |rainColour               |http://dbpedia.org/property/rainColour                 |107            |
|6828 |postquemador             |http://dbpedia.org/property/postquemador               |107            |
|6829 |campeonaFemenina         |http://es.dbpedia.org/property/campeonaFemenina        |107            |
|6830 |subtítuloOriginal        |http://es.dbpedia.org/property/subtítuloOriginal       |107            |
|6831 |mayorAnotador            |http://dbpedia.org/property/mayorAnotador              |107            |
|6832 |ubicaciónY               |http://es.dbpedia.org/property/ubicaciónY              |107            |
|6833 |nombreMotor              |http://es.dbpedia.org/property/nombreMotor             |107            |
|6834 |recordYear               |http://es.dbpedia.org/property/recordYear              |107            |
|6835 |masaEstrella             |http://es.dbpedia.org/property/masaEstrella            |107            |
|6836 |representación           |http://dbpedia.org/property/representación             |107            |
|6837 |divisiónAdministrativaTipo|http://dbpedia.org/property/divisiónAdministrativaTipo |106            |
|6838 |isbnTraducción           |http://es.dbpedia.org/property/isbnTraducción          |106            |
|6839 |canciónGanadora          |http://dbpedia.org/property/canciónGanadora            |106            |
|6840 |mapaSubtitulo            |http://es.dbpedia.org/property/mapaSubtitulo           |106            |
|6841 |recordTime               |http://es.dbpedia.org/property/recordTime              |106            |
|6842 |single                   |http://es.dbpedia.org/property/single                  |106            |
|6843 |sectioAuthority          |http://es.dbpedia.org/property/sectioAuthority         |106            |
|6844 |trabajosNotables         |http://es.dbpedia.org/property/trabajosNotables        |106            |
|6845 |newspaper                |http://dbpedia.org/property/newspaper                  |106            |
|6846 |border                   |http://dbpedia.org/property/border                     |106            |
|6847 |distTotal                |http://es.dbpedia.org/property/distTotal               |106            |
|6848 |depósitos                |http://es.dbpedia.org/property/depósitos               |106            |
|6849 |tenante                  |http://dbpedia.org/property/tenante                    |106            |
|6850 |fechaDeFundación         |http://es.dbpedia.org/property/fechaDeFundación        |106            |
|6851 |imagenCaption            |http://es.dbpedia.org/property/imagenCaption           |106            |
|6852 |movimientos              |http://es.dbpedia.org/property/movimientos             |106            |
|6853 |coauthor                 |http://dbpedia.org/property/coauthor                   |106            |
|6854 |locussupplementarydata   |http://dbpedia.org/property/locussupplementarydata     |106            |
|6855 |puntoFusión              |http://dbpedia.org/property/puntoFusión                |106            |
|6856 |tipoDePublicación        |http://es.dbpedia.org/property/tipoDePublicación       |106            |
|6857 |febLowF                  |http://es.dbpedia.org/property/febLowF                 |106            |
|6858 |febLowF                  |http://dbpedia.org/property/febLowF                    |105            |
|6859 |hardware                 |http://es.dbpedia.org/property/hardware                |105            |
|6860 |estructuraCristalina     |http://es.dbpedia.org/property/estructuraCristalina    |105            |
|6861 |paísTraducción           |http://es.dbpedia.org/property/paísTraducción          |105            |
|6862 |artículo                 |http://es.dbpedia.org/property/artículo                |105            |
|6863 |entrada                  |http://es.dbpedia.org/property/entrada                 |105            |
|6864 |idFuente                 |http://dbpedia.org/property/idFuente                   |105            |
|6865 |poblaciónH               |http://es.dbpedia.org/property/poblaciónH              |105            |
|6866 |índiceRefracción         |http://es.dbpedia.org/property/índiceRefracción        |105            |
|6867 |nomPodio                 |http://dbpedia.org/property/nomPodio                   |105            |
|6868 |primerBarco              |http://es.dbpedia.org/property/primerBarco             |105            |
|6869 |mapaSubtitulo            |http://dbpedia.org/property/mapaSubtitulo              |105            |
|6870 |estructuraCristalina     |http://dbpedia.org/property/estructuraCristalina       |105            |
|6871 |fechaLetra               |http://dbpedia.org/property/fechaLetra                 |105            |
|6872 |viticultores             |http://dbpedia.org/property/viticultores               |105            |
|6873 |prevseasonLink           |http://es.dbpedia.org/property/prevseasonLink          |105            |
|6874 |sombrero                 |http://dbpedia.org/property/sombrero                   |105            |
|6875 |comicColor               |http://dbpedia.org/property/comicColor                 |105            |
|6876 |poblaciónM               |http://es.dbpedia.org/property/poblaciónM              |105            |
|6877 |jugadores                |http://dbpedia.org/property/jugadores                  |105            |
|6878 |premiosSanSebastian      |http://dbpedia.org/property/premiosSanSebastian        |105            |
|6879 |lengthMi                 |http://dbpedia.org/property/lengthMi                   |105            |
|6880 |azar                     |http://es.dbpedia.org/property/azar                    |105            |
|6881 |nombreCientífico         |http://es.dbpedia.org/property/nombreCientífico        |105            |
|6882 |opcOtros                 |http://es.dbpedia.org/property/opcOtros                |105            |
|6883 |cantidadPisos            |http://dbpedia.org/property/cantidadPisos              |105            |
|6884 |conf1Champ               |http://es.dbpedia.org/property/conf1Champ              |105            |
|6885 |conferencia              |http://dbpedia.org/property/conferencia                |104            |
|6886 |k                        |http://es.dbpedia.org/property/k                       |104            |
|6887 |ld                       |http://es.dbpedia.org/property/ld                      |104            |
|6888 |períodos                 |http://es.dbpedia.org/property/períodos                |104            |
|6889 |ministro                 |http://dbpedia.org/property/ministro                   |104            |
|6890 |significadoDelNombre     |http://es.dbpedia.org/property/significadoDelNombre    |104            |
|6891 |tesisAño                 |http://es.dbpedia.org/property/tesisAño                |104            |
|6892 |isótopo2Nm               |http://es.dbpedia.org/property/isótopo2Nm              |104            |
|6893 |radioactividad           |http://es.dbpedia.org/property/radioactividad          |104            |
|6894 |pasteurizado             |http://dbpedia.org/property/pasteurizado               |104            |
|6895 |noOfTeams                |http://es.dbpedia.org/property/noOfTeams               |104            |
|6896 |lineacolor               |http://dbpedia.org/property/lineacolor                 |104            |
|6897 |unidadesHundidas         |http://dbpedia.org/property/unidadesHundidas           |104            |
|6898 |homehr                   |http://es.dbpedia.org/property/homehr                  |104            |
|6899 |supertribus              |http://dbpedia.org/property/supertribus                |104            |
|6900 |reapertura               |http://es.dbpedia.org/property/reapertura              |104            |
|6901 |mejorRankingMes          |http://es.dbpedia.org/property/mejorRankingMes         |104            |
|6902 |rh                       |http://dbpedia.org/property/rh                         |104            |
|6903 |estilopiedetabla         |http://es.dbpedia.org/property/estilopiedetabla        |104            |
|6904 |filialesParticipadas     |http://dbpedia.org/property/filialesParticipadas       |104            |
|6905 |routeStart               |http://dbpedia.org/ontology/routeStart                 |104            |
|6906 |bird                     |http://es.dbpedia.org/property/bird                    |104            |
|6907 |aeropuerto               |http://dbpedia.org/property/aeropuerto                 |104            |
|6908 |isótopo2Nm               |http://dbpedia.org/property/isótopo2Nm                 |104            |
|6909 |isótopo2Abundancia       |http://es.dbpedia.org/property/isótopo2Abundancia      |104            |
|6910 |geología                 |http://es.dbpedia.org/property/geología                |104            |
|6911 |prevseasonYear           |http://es.dbpedia.org/property/prevseasonYear          |104            |
|6912 |transporte               |http://es.dbpedia.org/property/transporte              |103            |
|6913 |allianceColor            |http://es.dbpedia.org/property/allianceColor           |103            |
|6914 |nervio                   |http://es.dbpedia.org/property/nervio                  |103            |
|6915 |delegado                 |http://dbpedia.org/property/delegado                   |103            |
|6916 |estrechos                |http://dbpedia.org/property/estrechos                  |103            |
|6917 |isótopo2Abundancia       |http://dbpedia.org/property/isótopo2Abundancia         |103            |
|6918 |hardware                 |http://dbpedia.org/property/hardware                   |103            |
|6919 |author2Link              |http://dbpedia.org/property/author2Link                |103            |
|6920 |almacenamiento           |http://dbpedia.org/property/almacenamiento             |103            |
|6921 |anchovia                 |http://dbpedia.org/property/anchovia                   |103            |
|6922 |areaTotalSqMi            |http://es.dbpedia.org/property/areaTotalSqMi           |103            |
|6923 |home                     |http://dbpedia.org/property/home                       |103            |
|6924 |areaTotalSqMi            |http://dbpedia.org/property/areaTotalSqMi              |103            |
|6925 |venaSatélite             |http://es.dbpedia.org/property/venaSatélite            |103            |
|6926 |unidadesActivas          |http://dbpedia.org/property/unidadesActivas            |103            |
|6927 |finals                   |http://es.dbpedia.org/property/finals                  |102            |
|6928 |generación               |http://dbpedia.org/property/generación                 |102            |
|6929 |días                     |http://es.dbpedia.org/property/días                    |102            |
|6930 |notasalpie               |http://dbpedia.org/property/notasalpie                 |102            |
|6931 |sierra                   |http://dbpedia.org/property/sierra                     |102            |
|6932 |tramos                   |http://dbpedia.org/property/tramos                     |102            |
|6933 |versionesAnteriores      |http://es.dbpedia.org/property/versionesAnteriores     |102            |
|6934 |decano                   |http://dbpedia.org/property/decano                     |102            |
|6935 |copilotoActual           |http://es.dbpedia.org/property/copilotoActual          |102            |
|6936 |relac2n                  |http://es.dbpedia.org/property/relac2n                 |102            |
|6937 |transcripción            |http://es.dbpedia.org/property/transcripción           |102            |
|6938 |textura                  |http://es.dbpedia.org/property/textura                 |102            |
|6939 |bioma                    |http://dbpedia.org/property/bioma                      |102            |
|6940 |últimaUnidad             |http://dbpedia.org/property/últimaUnidad               |102            |
|6941 |pFusión                  |http://dbpedia.org/property/pFusión                    |102            |
|6942 |congelación              |http://dbpedia.org/property/congelación                |102            |
|6943 |arena                    |http://es.dbpedia.org/property/arena                   |102            |
|6944 |priFecha                 |http://es.dbpedia.org/property/priFecha                |102            |
|6945 |documento                |http://dbpedia.org/property/documento                  |102            |
|6946 |fcePeorFinal             |http://dbpedia.org/property/fcePeorFinal               |102            |
|6947 |cristal                  |http://es.dbpedia.org/property/cristal                 |102            |
|6948 |unidadesDesguazadas      |http://es.dbpedia.org/property/unidadesDesguazadas     |102            |
|6949 |nombreEscudería          |http://es.dbpedia.org/property/nombreEscudería         |102            |
|6950 |documento                |http://es.dbpedia.org/property/documento               |102            |
|6951 |hPatternPants            |http://es.dbpedia.org/property/hPatternPants           |102            |
|6952 |últimoBarco              |http://es.dbpedia.org/property/últimoBarco             |102            |
|6953 |techoServicioUnidad      |http://es.dbpedia.org/property/techoServicioUnidad     |102            |
|6954 |peorRankingMes           |http://es.dbpedia.org/property/peorRankingMes          |102            |
|6955 |novLowF                  |http://es.dbpedia.org/property/novLowF                 |102            |
|6956 |pFusión                  |http://es.dbpedia.org/property/pFusión                 |102            |
|6957 |nombreComercial          |http://dbpedia.org/property/nombreComercial            |101            |
|6958 |complejidad              |http://es.dbpedia.org/property/complejidad             |101            |
|6959 |etiquetaAcuartelamiento  |http://es.dbpedia.org/property/etiquetaAcuartelamiento |101            |
|6960 |anualPrecipDías          |http://es.dbpedia.org/property/anualPrecipDías         |101            |
|6961 |libros                   |http://es.dbpedia.org/property/libros                  |101            |
|6962 |objetivo                 |http://dbpedia.org/property/objetivo                   |101            |
|6963 |menor                    |http://dbpedia.org/property/menor                      |101            |
|6964 |ld                       |http://dbpedia.org/property/ld                         |101            |
|6965 |numNacional              |http://es.dbpedia.org/property/numNacional             |101            |
|6966 |marksize                 |http://dbpedia.org/property/marksize                   |101            |
|6967 |novLowF                  |http://dbpedia.org/property/novLowF                    |101            |
|6968 |costa                    |http://dbpedia.org/property/costa                      |101            |
|6969 |road                     |http://es.dbpedia.org/property/road                    |101            |
|6970 |rev5score                |http://es.dbpedia.org/property/rev5score               |101            |
|6971 |protegida                |http://es.dbpedia.org/property/protegida               |101            |
|6972 |estación                 |http://es.dbpedia.org/property/estación                |101            |
|6973 |lenght                   |http://es.dbpedia.org/property/lenght                  |101            |
|6974 |administrada             |http://es.dbpedia.org/property/administrada            |101            |
|6975 |febHighF                 |http://es.dbpedia.org/property/febHighF                |101            |
|6976 |masaMolecular            |http://es.dbpedia.org/property/masaMolecular           |101            |
|6977 |legalUk                  |http://dbpedia.org/property/legalUk                    |100            |
|6978 |puntoMásBajo             |http://dbpedia.org/property/puntoMásBajo               |100            |
|6979 |últimaEdición            |http://dbpedia.org/property/últimaEdición              |100            |
|6980 |effectiveRadiatedPower   |http://dbpedia.org/ontology/effectiveRadiatedPower     |100            |
|6981 |demolición               |http://dbpedia.org/property/demolición                 |100            |
|6982 |bestuur                  |http://es.dbpedia.org/property/bestuur                 |100            |
|6983 |poleEquipo               |http://es.dbpedia.org/property/poleEquipo              |100            |
|6984 |electronegatividad       |http://es.dbpedia.org/property/electronegatividad      |100            |
|6985 |octLowF                  |http://es.dbpedia.org/property/octLowF                 |100            |
|6986 |openingDate              |http://es.dbpedia.org/property/openingDate             |100            |
|6987 |paísdenacimiento         |http://es.dbpedia.org/property/paísdenacimiento        |100            |
|6988 |janHighF                 |http://es.dbpedia.org/property/janHighF                |100            |
|6989 |tipoMiembros             |http://es.dbpedia.org/property/tipoMiembros            |100            |
|6990 |electronegatividad       |http://dbpedia.org/property/electronegatividad         |100            |
|6991 |peligro                  |http://dbpedia.org/property/peligro                    |100            |
|6992 |puntoMásAlto             |http://dbpedia.org/property/puntoMásAlto               |100            |
|6993 |unidadesDadasDeBaja      |http://es.dbpedia.org/property/unidadesDadasDeBaja     |100            |
|6994 |legalUk                  |http://es.dbpedia.org/property/legalUk                 |100            |
|6995 |simbolo                  |http://es.dbpedia.org/property/simbolo                 |100            |
|6996 |mejorOlímpico            |http://es.dbpedia.org/property/mejorOlímpico           |100            |
|6997 |grupoDeSimetría          |http://dbpedia.org/property/grupoDeSimetría            |100            |
|6998 |techoServicioUnidad      |http://dbpedia.org/property/techoServicioUnidad        |100            |
|6999 |barrio                   |http://es.dbpedia.org/property/barrio                  |100            |
|7000 |vol                      |http://es.dbpedia.org/property/vol                     |100            |
|7001 |yearRainDays             |http://es.dbpedia.org/property/yearRainDays            |100            |
|7002 |febHighF                 |http://dbpedia.org/property/febHighF                   |100            |
|7003 |sello                    |http://dbpedia.org/property/sello                      |100            |
|7004 |mejorOlímpico            |http://dbpedia.org/property/mejorOlímpico              |100            |
|7005 |apodos                   |http://es.dbpedia.org/property/apodos                  |100            |
|7006 |fronterasTerritoriales   |http://es.dbpedia.org/property/fronterasTerritoriales  |100            |
|7007 |transcripción            |http://dbpedia.org/property/transcripción              |99             |
|7008 |últimaEmisiónEspaña      |http://es.dbpedia.org/property/últimaEmisiónEspaña     |99             |
|7009 |etapas                   |http://dbpedia.org/property/etapas                     |99             |
|7010 |iglesia                  |http://es.dbpedia.org/property/iglesia                 |99             |
|7011 |estacionesPrincipales    |http://es.dbpedia.org/property/estacionesPrincipales   |99             |
|7012 |fceApps                  |http://dbpedia.org/property/fceApps                    |99             |
|7013 |fundadoen                |http://es.dbpedia.org/property/fundadoen               |99             |
|7014 |legalMx                  |http://es.dbpedia.org/property/legalMx                 |99             |
|7015 |turns                    |http://dbpedia.org/property/turns                      |99             |
|7016 |editorNombre             |http://es.dbpedia.org/property/editorNombre            |99             |
